id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms
447089,Pumpkin Chiffon Pie,"I don't recall where I got this, just posting for safe keeping.","['pie crusts', 'eggs', 'evaporated milk', 'sugar', 'unflavored gelatin', 'pumpkin', 'frozen whipped topping']","[""9   ounces   pet ritz deep dish pie crusts, baked  (1 pie crust)"",""2       eggs, beaten "",""1   cup    evaporated milk"",""3/4  cup    sugar"",""1   ounce    unflavored gelatin (1 envelope)"",""1   cup    pumpkin"",""2   cups    frozen whipped topping, thawed ""]",1 (105 g),8,"['In small saucepan, whisk together eggs, evaporated milk and sugar. Sprinkle gelatin over mixture; let stand 1 minute. Cook over medium-low heat, stirring constantly, until mixture thickens. Remove from heat; stir in pumpkin.', 'Place in freezer 15 minutes to cool. Fold whipped topping into cooled pumpkin mixture. Pour into baked pie crust. Refrigerate until set, about 3 hours.', 'Garnish with additional whipped topping if desired.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'pies-and-tarts', 'desserts', 'eggs-dairy', 'vegetables', 'easy', 'holiday-event', 'kid-friendly', 'pies', 'dietary', 'toddler-friendly', 'pasta-rice-and-grains', 'taste-mood', 'to-go', '3-steps-or-less', 'from-scratch']","{'dessert', 'pie'}"
471502,Sour Cream Berry Muffins,Camilla Saulsbury,"['all-purpose flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'eggs', 'sour cream', 'vegetable oil', 'vanilla extract', 'raspberries']","[""2   cups    all-purpose flour"",""1   cup    sugar"",""1   teaspoon    baking powder"",""1/2  teaspoon    baking soda"",""1/2  teaspoon    salt"",""2       eggs"",""1   cup    sour cream"",""1/2  cup    vegetable oil"",""1   teaspoon    vanilla extract"",""1 1/2  cups    blueberries or 1 1/2  cups    blackberries""]",1 (1087 g),1,"['Preheat oven to 400°; line 12-cup muffin pan with paper liners.', 'In a big bowl, whisk together flour, sugar, baking powder, baking soda, and salt.', 'In another bowl, whisk together eggs, sour cream, oil, and vanilla until well blended.', 'Add egg mixture to the flour mixture and stir until just blended; gently fold in berries.', 'Divide batter evenly among prepared muffin cups.', 'Bake for 20-25 minutes or until a pick comes out clean.', 'Let cool in pan on a wire rack for 3 minutes, then transfer to the rack to cool.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'breads', 'breakfast', 'fruit', 'oven', 'muffins', 'quick-breads', 'berries', 'equipment']","{'breakfast', 'bread'}"
238791,Cool Whip Triple Layer Chocolate Pie,My family loves this pie.  I got this recipe off the top of a Cool Whip tub.  Yummy. I prefer the graham cracker crust which makes it only a double chocolate layer.,"['milk', 'instant chocolate pudding mix', 'oreo cookie pie crusts', 'cool whip']","[""2   cups   cold milk"",""2 (3 1/2  ounce) packages  jello instant chocolate pudding mix"",""6   ounces    Oreo cookie pie crusts or 6   ounces   plain graham cracker crust"",""1 (8   ounce) container   Cool Whip""]",1 (135 g),6,"['Pour milk into large bowl, add dry pudding mix. Beat for 2 minutes. (mixture will be thick.)  Spoon 1-1/2 cups pudding into crust.', 'Gently stir half of Cool Whip into remaining pudding. Spread evenly over pudding layer in crust. Top with remaining Cool Whip.', 'Refrigerate 3 hours or until set.']","['time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'low-protein', '5-ingredients-or-less', 'pies-and-tarts', 'desserts', 'easy', 'puddings-and-mousses', 'chocolate', 'dietary', 'comfort-food', 'low-in-something', 'taste-mood', 'sweet', '3-steps-or-less', '4-hours-or-less']","{'dessert', 'pie'}"
161202,Spinach Salad With Fruit and Beef,Very tasty.,"['top round steak', 'white wine vinegar', 'worcestershire sauce', 'onions', 'sesame seeds', 'sugar', 'garlic cloves', 'chili powder', 'white pepper', 'olive oil', 'fresh spinach leaves', 'strawberries']","[""1   lb   geef top round steak"",""1/3  cup    white wine vinegar"",""2   tablespoons    Worcestershire sauce"",""2   tablespoons    onions, finely chopped "",""1   tablespoon    sesame seeds"",""2   teaspoons    sugar"",""2       garlic cloves, minced "",""1   teaspoon    chili powder"",""1/4  teaspoon    white pepper"",""1   tablespoon    olive oil"",""1   bunch    fresh spinach leaves, cleaned and stems removed "",""2   cups    strawberries, cleaned and sliced ""]",1 (294 g),4,"['Trim excess fat from beef.', 'Broil 6-7 minutes until inner temperature reaches 175°F.', 'Slice steak across the grain into thin slices; place in glass baking dish and set aside.', 'Place vinegar, Worcestershire sauce, onion, sesame seeds, sugar, garlic, chili powder and white pepper in blender; cover.', 'Mix until blended.', 'Gradually add oil, blending until smooth.', 'Pour over steak slices and cover; refrigerate at least 3 hours, but no longer than 24 hours.', 'Arrange beef slices, orange and strawberry slices on spinach.  Drizzle with remaining marinade.']","['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish', 'one-dish-meal']","{'dinner', 'beef', 'salad'}"
486732,Paneer Tikka Masala,"Ever since I married my husband, who is from southern India, I have discovered an entirely delicious world of Indian cuisine. Below is an authentic recipe for paneer tikka masala.","['panir', 'salt', 'red chili powder', 'fresh ginger', 'plain yogurt', 'oil', 'tomatoes', 'green chilies', 'green pepper', 'cumin seed', 'asafoetida powder', 'bay leaves', 'coriander powder', 'turmeric', 'sugar', 'cornstarch', 'water', 'garam masala', 'cilantro']","[""1 (16   ounce) package   panir"",""3/4  tablespoon    salt"",""1   teaspoon    red chili powder"",""2   inches    fresh ginger, finely diced "",""1   tablespoon    plain yogurt"",""3   tablespoons    oil (for frying)"","""",""2   large    tomatoes"",""5   small    green chilies"",""1       green pepper, chopped "",""1/2  teaspoon    cumin seed"",""1/2  teaspoon    asafoetida powder"",""2 -3       bay leaves"",""1   tablespoon    coriander powder"",""1/2  tablespoon    turmeric"",""1/2  teaspoon    sugar"",""1   teaspoon    cornstarch, disolved in "",""2   tablespoons    water"",""2   teaspoons    garam masala"",""1   bunch    cilantro, chopped ""]",1 (221 g),3,"['Slice the paneer about 1/4 inch thick into 1-inch squares. Put into bowl and mix in ginger, salt, red chili powder, coriander, and yogurt. Marinate in refrigerator for 30 minutes.', 'Blend the tomatoes and green chiles into a paste. Set aside.', 'Over medium heat with oil, gently fry the marinated paneer for about 2-3 minutes. Remove paneer and set aside.', 'For Gravy: Add additional oil if needed. Fry cumin seeds until they sizzle. Add asafetida and bay leaves. Fry for about 10 seconds and then add chopped green pepper. Fry for another 2-3 minutes.', 'Add the blended tomatoes, coriander powder, turmeric, and sugar. Cook for about 4-5 minutes on low heat. Add cornstarch mixture and garam masala and cook for another 2 minutes.', 'Gently stir in paneer and allow to cook for 5 minutes more. Remove from heat and add two big handfuls of cilantro. Serve over basmati rice.']","['curries', '60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'main-dish', 'asian', 'indian']","{'indian', 'dinner'}"
289811,Ww Friendly Chili,"We enjoyed this super fast and easy chili, however I made this on a day when I just wanted to use what I had in the house, so made some changes to the recipe. For example, the original recipe called for 1 can (15 oz) red kidney beans - as I didn't have any I used some frozen corn in its place and for the 1 can of black beans I used 1 can of scarlet runner beans which looked more like black kidney beans. Very good chili which although different with my changes was enjoyed by all. This is a very mild chili--but the chili powder can be increased substancialy for a bit more heat. If following the WW flex plan this is 5 points/serving (1 cup with 2 tablespoons fat-free sour cream)! Recipe source: WW magazine","['olive oil', 'lean ground beef', 'onion', 'garlic cloves', 'bell pepper', 'chili powder', 'ground cumin', 'tomatoes', 'red kidney beans', 'black beans', 'salt', 'nonfat sour cream', 'scallions']","[""1   teaspoon    olive oil (I think this can probably be skipped and lower the points of this dish)"",""3/4  lb    lean ground beef"",""1       onion, chopped "",""3       garlic cloves, minced "",""1       bell pepper, chopped  (I used a red bell pepper because that is what I had on hand, the original recipe specifies a yellow )"",""1   tablespoon    chili powder (you may need more chili powder for chili with more heat, see note in description)"",""1   teaspoon    ground cumin"",""1 (28   ounce) can   tomatoes, diced "",""1 (15   ounce)    red kidney beans, rinsed and drained  (or use the corn as I did, see note in description)"",""1 (15   ounce) can   black beans, rinsed and drained  (see note in description)"",""3/4  teaspoon    salt"",""3/4  cup    nonfat sour cream"",""2       scallions, sliced ""]",1 (391 g),6,"['In a large pot or dutch oven heat oil over medium high heat.', 'Add beef and cook until browned (3-5 minutes).', 'Add onion, garlic, bell pepper, chili powder and cumin; cook until vegetables are soft (3-5 minutes).', 'Stir in tomatoes and beans (see my changes in the description), and salt. Bring to a boil. Reduce heat and simmer until chili is thickened (15-20 minutes).', 'Serve topped with sour cream and scallions, if desired.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'beans', 'beef', 'vegetables', 'easy', 'chili', 'stove-top', 'dietary', 'inexpensive', 'ground-beef', 'meat', 'equipment']",{'dinner'}
73024,Firecracker Casserole,"A wonderfully delicious & kicked up way to please your family, with a bite that's all ""BAM!""  It's a bit spicy but that's what makes it SOOO good!","['ground beef', 'onion', 'black beans', 'chili powder', 'ground cumin', 'salt', 'flour tortillas', 'cream of mushroom soup', 'green chilies', 'cheddar cheese']","[""2   lbs    ground beef"",""1   medium    onion, chopped "",""1 (15   ounce) can   black beans, rinsed and drained "",""2   tablespoons    chili powder"",""3   teaspoons    ground cumin"",""1   teaspoon    salt"",""28   inches    flour tortillas"",""1 (10   ounce) can   cream of mushroom soup"",""10       green chilies, non drained "",""1   cup   shredded cheddar cheese""]",1 (299 g),8,"['In skillet, cook beef and onion until the meat is no longer pink.', 'Drain.', 'Add beans, and spices.', 'Transfer to a greased 13x9x2"" baking dish.', 'Arrange tortillas over the top.', 'Combine soup and green chilies; pour over tortillas.', 'Sprinkle with cheese.', 'Bake uncovered for 30 minutes, at 350 degrees.', '8 servings.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'casseroles', 'main-dish', 'beef', 'oven', 'dinner-party', 'holiday-event', 'dietary', 'one-dish-meal', 'independence-day', 'meat', 'equipment']","{'casserole', 'dinner'}"
44948,Fruitcake #44948,This recipe came from an old Farm Journal. It makes one large impressive dark fruitcake or two loaf-style fruitcakes !,"['eggs', 'molasses', 'grape juice', 'butter', 'sugar', 'raisins', 'candied pineapple', 'candied cherry', 'dates', 'citron', 'orange%2c zest of', 'lemon%2c zest of', 'pecan pieces', 'flour', 'nutmeg', 'ground cloves', 'mace', 'cinnamon', 'baking soda']","[""5       eggs, separated "",""1/2  cup    molasses"",""1/4  cup    grape juice or 1/4  cup    apple juice"",""1   cup    butter"",""1   cup    sugar"",""1 1/3  cups    raisins"",""1/2  lb   cut up candied pineapple"",""1/2  lb   whole candied cherry"",""1 1/4  cups   snipped dates or 1 1/4  cups   any dried fruit"",""1/2  cup    citron"",""1       orange, zest of"",""1       lemon, zest of"",""1 3/4  cups    pecan pieces or 1 3/4  cups    walnut pieces"",""2   cups    flour"",""1/2  teaspoon    nutmeg"",""1/2  teaspoon    ground cloves"",""1/2  teaspoon    mace"",""1   teaspoon    cinnamon"",""1   teaspoon    baking soda""]",1 (109 g),20,"['Separate eggs.', 'Beat yolks with molasses and juice.', 'Cream butter and sugar.', 'Add yolk mixture to creamed mixture and blend.', 'Combine fruits and nuts; mix with 1 cup flour to coat.', 'Preheat oven to 325 degrees F.', 'Sift remaining 1 cup flour with spices.', 'and baking soda.', 'Beat egg whites until peaks form and fold into creamed mixture.', '**Cut cooking time in half to 1 hour for loaf pans.', 'Gently stir in fruit/nuts and dry ingredients.', 'Pour into a 9"" tube pan that has been well greased, lined with brown paper and greased again.', 'Reduce heat to 300 degrees F and bake for 2 hours.', 'Put on rack to cool.', 'Wrap in foil and store in a cool place.']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'for-large-groups', 'desserts', 'fruit', 'american', 'oven', 'heirloom-historical', 'holiday-event', 'vegetarian', 'winter', 'cakes', 'nuts', 'dietary', 'spicy', 'christmas', 'new-years', 'seasonal', 'comfort-food', 'taste-mood', 'equipment', 'number-of-servings', '4-hours-or-less']","{'dessert', 'vegetarian'}"
479654,Steamed Mussels With Lemon-Saffron Sauce,"The name for this beautiful Bordelais dish is mouclade. Use small mussels to approximate the tiny, sweet variety cultivated just off the coast north of Bordeaux. What to drink: Baron Philippe de Rothschild 2000 Mouton Cadet Blanc. From Bon Appetit, October 2002.","['creme fraiche', 'egg yolks', 'butter', 'shallots', 'cognac', 'fresh lemon juice', 'saffron thread', 'mussels', 'dry white wine', 'fresh chives']","[""1/2  cup    creme fraiche, see note below "",""2   large    egg yolks"",""1 1/2  tablespoons    butter"",""2   large    shallots, finely chopped "",""2   tablespoons    cognac or 2   tablespoons    brandy"",""3   tablespoons    fresh lemon juice"",""1      generous pinch saffron thread"",""40       mussels, scrubbed, debearded "",""1   cup    dry white wine"",""  fresh chives""]",1 (309 g),4,"['Note:', 'If creme fraiche is unavailable, heat 1 cup whipping cream to lukewarm (85°F). Remove from heat and mix in 2 tablespoons buttermilk. Cover and let stand in warm draft-free area until slightly thickened, 24 to 48 hours, depending on temperature of room. Refrigerate until ready to use.', 'Whisk crème fraîche and egg yolks in medium bowl to blend.', 'Melt butter in heavy medium skillet over medium heat.', 'Add shallots and sauté until soft, about 3 minutes.', 'Remove skillet from heat.', 'Add Cognac and ignite with match.', 'Let flames burn out; whisk in lemon juice and saffron.', 'Set both mixtures aside.', 'Place mussels in heavy large pot; pour in wine.', 'Bring to boil over medium-high heat.', 'Cover pot and cook until mussels open, about 6 minutes.', 'Remove from heat.', 'Using tongs, transfer mussels to baking sheet (discard any mussels that do not open).', 'Remove top half of each mussel shell; divide mussels in bottom shells among 4 bowls.', 'Tent with foil.', 'Strain mussel cooking liquid from pot through sieve lined with damp paper towel into skillet with shallot mixture.', 'Boil over medium-high heat until reduced to 1 cup, about 3 minutes.', 'Very slowly whisk hot liquid into crème fraîche mixture; return to same skillet.', 'Stir over low heat just until sauce thickens enough to coat spoon, about 2 minutes.', 'Remove from heat; season sauce with salt and pepper.', 'Spoon sauce over mussels.', 'Garnish with chives.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'appetizers', 'main-dish', 'seafood', 'french', 'european', 'mussels', 'shellfish']","{'appetizer', 'french', 'dinner'}"
186547,Double-Decker Mud Cake,I love this cake so much.  A relative gave me this recipe.,"['butter', 'white chocolate', 'caster sugar', 'milk', 'plain flour', 'self raising flour', 'vanilla essence', 'eggs', 'cocoa powder', 'milk chocolate', 'cream']","[""250   g    butter, chopped "",""150   g    white chocolate, chopped coarsely "",""2   cups    caster sugar"",""1   cup    milk"",""1 1/2  cups    plain flour"",""1/2  cup    self raising flour"",""1   teaspoon    vanilla essence"",""2       eggs, beaten ligtly "",""2   tablespoons    cocoa powder"",""600   g    milk chocolate, chopped coarsely "",""1   cup    cream""]",1 (224 g),10,"['Preheat oven to slow.', 'Grease two deep 20cm round cake pans, line base and sides with baking paper.', 'Combine butter, white chocolate, sugar and milk in medium saucepan, stir over heat, without boiling, until smooth, transfer mixture to large bowl, cool for 15 minutes.', 'Whisk sifted flours into white chocolate mixture.', 'Whisk in essence and egg.', 'Pour half of mixture into one prepared pan.', 'Whisk sifted cocoa into remaining mixture.', 'Pour into other prepared pan.', 'Bake cakes in slow oven about 50 minutes.', 'Stand cakes 5 minutes, turn top-side, up onto wire rack to cool.', 'Combine milk chocolate and cream in medium saucepan, stir over low heat until smooth.', 'Transfer to medium bowl, cover and put in fridge, stirring occasionally, until is of spreading consistency.', 'Reserve 1 cup of chocolate mixture for spreading over cake.', 'Split each cooled cake in half.', 'Centre one layer on serving plate, spread 1/2 cup of remaining milk chocolate mixture, repeat layering, alternating colours.', 'Cover top and sides of cake with reserved chocolate mixture.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'south-west-pacific', 'desserts', 'eggs-dairy', 'easy', 'beginner-cook', 'dinner-party', 'kid-friendly', 'picnic', 'vegetarian', 'cakes', 'chocolate', 'eggs', 'dietary', 'gifts', 'new-zealand', 'toddler-friendly', 'to-go', 'number-of-servings', 'presentation', 'served-cold', '4-hours-or-less']","{'cake', 'dessert', 'dinner', 'vegetarian'}"
21649,Deer Stroganoff,,"['egg noodles', 'ground deer meat', 'onion powder', 'pepper', 'salt', 'italian style breadcrumbs', 'egg', 'sour cream']","[""1   package    egg noodles"",""1   lb    ground deer meat"",""1   teaspoon    onion powder"",""1/2  teaspoon    pepper"",""1/4  teaspoon    salt"",""1   cup    Italian style breadcrumbs"",""1       egg"",""1 1/2  pints    sour cream""]",1 (158 g),6,"['Cook one package of egg noodles.', 'Mix 1st six ingredient well (using your hands).', 'Form into 24 meatballs.', 'Place on cookie sheet and bake 10 minutes at 350 F degrees.', 'Turn meatballs and bake another 10 minutes.', 'Warm sour cream in sauce pan.', 'Add hot meatballs.', 'Pour over hot cooked egg noodles and serve.']","['60-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'easy', 'dietary', 'wild-game', 'deer', 'meat']",{'dinner'}
77447,Won Ton Dough,,"['unbleached flour', 'salt', 'egg', 'water', 'cornstarch']","[""3   cups    unbleached flour"",""1   teaspoon    salt"",""1       egg, lightly beaten "",""1/2  cup    water, approximately "",""  cornstarch, for dusting ""]",1 (549 g),1,"['Combine flour and salt and mound on pastry board.', 'Make an indentation in center of mound, add egg and mix with fingers.', 'Gradually add water to form dough.', 'Knead 10 minutes and form into a ball.', 'Cover with a dampened tea towel and let rest 20 minutes.', 'Roll out in several batches to desired thickness, in most cases as thinly as possible.', 'cut in 4-inch squares or 3-inch rounds.', 'Dust dough pieces lightly with cornstarch, stack and cover with cloth to prevent drying out until ready to fill.', 'Yield: 1 pound, approximately 40 skins.', 'Regional Cooking of China.']","['60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'healthy', '5-ingredients-or-less', 'appetizers', 'asian', 'chinese', 'easy', 'low-fat', 'dietary', 'low-saturated-fat', 'low-in-something', 'number-of-servings']","{'appetizer', 'healthy', 'chinese', 'low-fat'}"
468931,Secret Kiss Cookies,Another yummy cookie recipe.,"['butter', 'sugar', 'vanilla', 'sifted flour', 'hershey chocolate kisses', 'confectioners%27 sugar']","[""1   cup    butter"",""1/2  cup    sugar"",""1   teaspoon    vanilla"",""2   cups    sifted flour"",""1 (12   ounce) package   Hershey chocolate kisses"",""1 (32   ounce) package   confectioners\u0027 sugar""]",1 (1829 g),1,"['Preheat over to 375 degrees.', 'Beat butter. Add vanilla then blend at medium speed with mixer. Add flour mix at low speed until blended. Chill dough approximately 10 minutes.', 'Take the unwrapped kiss, wrap some of the chilled dough all around the kiss. Place on ungreased cookie sheet. Bake 8 minutes. While warm, roll in confectioners sugar.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'low-protein', 'desserts', 'oven', 'easy', 'cookies-and-brownies', 'dietary', 'low-sodium', 'low-in-something', 'equipment', '3-steps-or-less', 'baking']","{'cookie', 'dessert', 'low-sodium'}"
198311,Raspberry Pinwheels,have not tried these yet either..but I love raspberries in any form..,"['flour', 'baking powder', 'margarine', 'sugar', 'egg', 'vanilla extract', 'seedless raspberry jam', 'walnuts']","[""2   cups    flour"",""1   teaspoon    baking powder"",""1/2  cup    margarine, softened "",""1   cup    sugar"",""1   large    egg, lightly beaten "",""1   teaspoon    vanilla extract"",""1/4  cup    seedless raspberry jam"",""1   cup    walnuts, finely chopped ""]",1 (819 g),1,"['sift flour, baking powder, beat together margarine, sugar, and egg in another large bowl till fluffy --', 'stir in vanilla, gradually add flour mixture, stirring till well combined.', 'roll dough between 2 pcs of wax paper to 12x10 rectangle.', 'remove top piece of wax paper.spread jam over entire surface od dough.sprinkle with nuts, firmly roll up dough from long side.', 'remove wax paper --', 'reroll in wax paper and refrigerate dough overnight in the refrigerator --', 'preheat oven to 375*.', 'cut roll into generous 1/4"" slices.with sharp knife.', 'place on ungreased cookie sheet -- 2"" apart.', 'bake 9 minutes or golden brown.do not overbake --', 'cool on wire rack -- .']","['time-to-make', 'course', 'preparation', 'rolled-cookies', 'desserts', '1-day-or-more', 'cookies-and-brownies']",{'dessert'}
58898,cream cheese swirled cake,"This is in response to a request. The recipe calls for carrot cake muffin mix, but you could probably substitute other muffin mixes.","['cream cheese', 'sugar', 'egg', 'egg', 'milk', 'butter', 'carrot cake mix']","["""",""2 (3   ounce) packages   cream cheese, softened "",""2   tablespoons    sugar"",""1       egg"","""",""1       egg"",""1   cup    milk"",""1/2  cup    butter, melted "",""2 (8 1/8  ounce) packages   carrot cake mix, for muffins ""]",1 (123 g),9,"['Heat oven to 350.', 'Grease 8- or 9-inch square pan.', 'In small bowl, combine all topping ingredients; beat until smooth.', 'Set aside.', 'Beat 1 egg in medium bowl.', 'Add all remaining cake ingredients; stir until well blended.', 'Pour into greased pan.', 'Drop spoonfuls of filling over batter.', 'With knife, swirl filling into batter; turn some of batter over top of filling.', 'Bake at 350 degrees for 35 to 45 minutes, or until topping is set.', 'Cool in pan on wire rack for 30 minutes or until completely cooled.', 'Cut into squares.', 'Store in refrigerator.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'desserts', 'eggs-dairy', 'oven', 'cakes', 'equipment']","{'cake', 'dessert'}"
461410,The Whip Taverns Welsh Rarebit,"This recipe appeared in the SOS column of the LA Times.  The original recipe is from The Whip Tavern in Coatesille, PA.  This is a rich, cheesy dish that is browned under the broiler and served with crostini for dipping.  The ale they recommend is Smithwick's Irish Ale, but any will do.","['butter', 'flour', 'ale', 'heavy cream', 'worcestershire sauce', 'dry mustard', 'cheddar cheese', 'stilton cheese', 'baguette']","[""2   tablespoons    butter"",""3   tablespoons    flour"",""1/2  cup    ale"",""2   cups    heavy cream"",""2   tablespoons    Worcestershire sauce"",""1   tablespoon    dry mustard"",""2   ounces    cheddar cheese, shredded "",""3   ounces    Stilton cheese"",""1 (8   ounce)    baguette, thinly sliced on the bias and toasted ""]",1 (175 g),6,"['In a small saucepan, melt butter over medium heat then whisk in the flour until the mixture forms a thick, pale roux; remove from heat and set aside.', 'Use a 2 quart saucepan and bring the ale to a simmer; whisk in the roux, a little at a time, until mixture is the consistency of peanut butter (you may not use all of the roux).', 'Whisk in the heavy cream, Worcestershire sauce, and the dry mustard; return to a simmer and fold in the cheddar and Stilton cheeses.', 'Continue cooking until the mixture is smooth; remove from heat.', 'Transfer mixture to a shallow, oven-proof dish or ramekins and place under broiler to lightly brown the top.', 'Serve with the toasted baguette slices (crostini).']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'appetizers', 'lunch', 'eggs-dairy', 'easy', 'european', 'dips', 'english', 'cheese', 'welsh', 'comfort-food', 'taste-mood']","{'appetizer', 'lunch', 'english'}"
465299,Eggnog French Toast,"You'll be having eggnog soon.  Ever wonder what to do with the leftovers?  Turn them into a delicious, custardy French toast.  If your bread is fresh, it is a good idea to allow it to stand out overnight to dry it slightly.","['eggnog', 'eggs', 'extract', 'nutmeg', 'bread', 'maple syrup']","[""1   cup   prepared eggnog (regular or lite)"",""6       eggs"",""1/4  teaspoon   eggnog extract"",""1/4  teaspoon    nutmeg, freshly ground "",""6 -10   slices    bread"","""",""  maple syrup or  butter and powdered sugar""]",1 (70 g),6,"['Heat griddle or large frying pan on low.', 'Pour eggnog into 4-cup measuring cup.  Add eggs, extract, and nutmeg.   Whisk well to combine.  Pour into a rectangular baking dish (7"" x 11"") or a large pie plate.  Submerge two slices of bread side by side in eggnoggy liquid, moving them around with your fingers to make sure they are covered.  After a minute or so, turn bred over by hand and submerge again.  Aftr about two or so minutes total in the egg bath, bread should be pretty soggy.  If it isn\'t (perhaps because it was very dry to start with), let it soak a bit longer.', 'Melt a little butter on the hot griddle.  Place egg-soaked bread on hot griddle (and immediately put two more pieces of bead into the egg mixture to keep your momentum going).  Cook French Toast 1-2 minutes and the, using a spatula, flip each piece over and cook another 1-2 minutes on the second side.  Poke the bread with your finger and if it is squishy in the center, let it cook longer.  If it is slightly firm, it is done.', 'Remove cooked toast to plate, and serve with real maple syrup or butter and powdered sugar.', ""NOTE:  You can make a double batch of French toast and freeze half for another occasion.  Just prepare as above, but place slices on a rack to cool.  Stack the toast with waxed paper inbetween (so they won't freeze together) and place the stack in a zipper top plastic bag.  Remove air from the bag, seal and freeze.  Toast may be reheated in the toaster or even the microwave.""]","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'breakfast', 'eggs-dairy', 'american', 'kid-friendly', 'vegetarian', 'eggs', 'stove-top', 'dietary', 'inexpensive', 'brunch', 'equipment']","{'french', 'breakfast', 'bread', 'vegetarian'}"
457942,Orange-Ginger Glazed Salmon,"Salmon is one of the world's healthiest foods.  Rich in omega-3 fatty acids, selenium, vitamins D and B12, and protein, it's an absolute powerhouse of good nutrition.  Better yet, it tastes great!  Perfect for the hot days of summer the sweet orange-ginger glaze has just a tinge of heat from hot pepper flakes.  If you prefer, an indoor grill or saute pan can be used to cook the salmon.  From a Diabetes Health newsletter.","['lime juice', 'orange juice', 'orange marmalade', 'ginger', 'dried mustard', 'salt', 'hot pepper flakes', 'butter', 'salmon fillets']","[""1/4  cup    lime juice (about 2 large limes)"",""1/4  cup   light orange juice"",""1/4  cup   low-sugar orange marmalade"",""2   teaspoons   freshly grated ginger or 1   teaspoon    powdered ginger"",""1/2  teaspoon    dried mustard"",""1   pinch    salt"",""1   dash    hot pepper flakes"",""2   teaspoons    butter"",""4 (5   ounce)    salmon fillets, rinsed and dried ""]",1 (194 g),4,"['Combine the lime juice, orange juice, orange marmalade, ginger, mustard, salt and pepper flakes in a small saucepan and bring to a boil.  Reduce the heat and simmer on low heat for 5 minutes.  until reduced to almost half.  Remove from heat; swirl in the butter.  Set aside.', 'While sauce is cooking, place salmon on a hot grill and cook for 5 minutes per side, or until fish flakes easily when tested with a fork.', 'Spoon sauce across salmon and serve.']","['weeknight', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'main-dish', 'seafood', 'easy', 'diabetic', 'dinner-party', 'salmon', 'fish', 'dietary', 'saltwater-fish', '3-steps-or-less']","{'fish', 'diabetic', 'dinner'}"
